road_id,hour,day_of_week,is_weekend,road_type,lane_count,weather,visibility_km,accident_reported,traffic_volume,avg_speed,travel_time_min,congestion_level
65,22,3,0,Local,1,Clear,6.133958292224452,0,400,33.457096031208806,22.286780936842224,Low
99,13,1,0,Arterial,3,Clear,9.393430771907052,0,334,40.55382055706388,17.55297127214765,Low
101,3,3,0,Highway,5,Clear,6.870199197868529,0,629,65.13217803212821,20.857157145560397,Medium
47,4,0,0,Highway,4,Clear,7.158871679006268,0,359,64.7798005447118,13.222342268250825,Low
78,20,2,0,Arterial,3,Clear,9.861661935642847,0,583,66.68595721022868,15.192920499720197,Medium
3,16,2,0,Arterial,2,Clear,8.799371642729099,0,267,37.111282626199454,15.905860314618616,Low
1,21,4,0,Arterial,2,Rain,4.032394328211305,0,277,36.556720920094,21.089649505416485,Low
5,1,3,0,Arterial,2,Clear,8.239629448332686,0,798,17.648908603880088,53.744547566718374,Medium
90,22,4,0,Arterial,2,Clear,7.696621681325558,0,357,45.96886702200849,16.454309505876758,Low
119,21,5,1,Local,2,Clear,5.583016185227905,0,680,28.154496753890946,34.13114110682968,Medium
14,4,5,1,Arterial,3,Clear,9.438761689949917,0,278,45.248445850812104,18.179687381152696,Low
103,3,4,0,Highway,5,Clear,9.109407418169948,0,328,38.75208474417897,17.60925233163833,Low
27,3,3,0,Local,1,Fog,0.7957434333947704,0,581,10.684123820027576,72.44119516026053,Medium
9,5,2,0,Highway,5,Rain,3.9972581322956446,0,327,26.84246696649911,24.480623179576025,Low
79,19,3,0,Highway,4,Rain,3.872049462684725,0,1321,19.822582168292996,84.58347256463442,High
15,20,5,1,Arterial,3,Clear,9.419480146597971,0,426,25.784360099647866,26.401799673322063,Low
90,12,0,0,Arterial,2,Rain,2.9130952426332044,0,716,36.935181344582496,33.306545420473974,Medium
42,21,4,0,Highway,5,Clear,5.100590589775724,0,322,58.124157394678306,14.664205987553503,Low
77,4,4,0,Highway,4,Clear,9.908870888730785,0,196,45.278901182586964,11.170133310779654,Low
51,22,5,1,Arterial,3,Clear,9.305785517109587,0,686,61.731743394834425,19.562781638377693,Medium
63,22,3,0,Local,2,Clear,8.113401777189607,0,431,25.62176616978981,28.076645706793744,Low
96,6,4,0,Arterial,3,Clear,5.062035697137473,0,768,45.94177380783716,25.803757003335477,Medium
103,19,2,0,Arterial,3,Clear,6.138580285874021,0,1226,42.25626158166274,38.97711072028174,High
113,0,4,0,Highway,5,Clear,7.260249439879123,0,766,53.961261460135255,21.910549564338737,Medium
52,13,3,0,Highway,5,Clear,8.140424616232103,0,338,45.80608357237762,18.699386886930228,Low
96,23,5,1,Highway,5,Clear,8.540772583713267,0,295,37.49462276206511,17.67240248167465,Low
4,3,2,0,Highway,4,Fog,1.1339006398048355,0,558,56.97223491993773,24.9902444290246,Medium
94,16,2,0,Arterial,2,Rain,3.2275400672101386,0,372,58.920797068255865,20.506077576473253,Low
101,20,4,0,Highway,4,Clear,8.280917139256903,0,779,63.69075071308073,22.50498233129893,Medium
23,13,3,0,Highway,5,Clear,9.056213491076818,0,794,50.33411730798709,28.47100603554178,Medium
103,15,4,0,Arterial,3,Clear,8.599206551654023,0,478,59.526566738182225,22.789241490458927,Low
109,13,6,1,Local,1,Clear,9.774061661033532,0,497,66.56404733271873,19.24239746379609,Low
15,15,0,0,Local,2,Fog,0.5336835215837035,0,576,30.63852418596761,36.778051781301784,Medium
43,23,5,1,Arterial,2,Clear,5.84680638897712,0,446,29.209922615812438,24.469336094074972,Low
29,19,6,1,Highway,5,Rain,4.640336697493859,0,623,35.523561204249994,33.42894481833661,Medium
36,7,0,0,Arterial,2,Rain,4.487907820555781,0,536,33.132881531595515,30.98915934348574,Medium
13,23,2,0,Highway,5,Clear,9.956318928507184,0,560,57.80663501297353,21.648890415234646,Medium
32,2,4,0,Arterial,3,Fog,0.5946854239154382,0,537,46.220432553907735,31.380057297789598,Medium
71,18,0,0,Local,2,Clear,8.1376577637066,0,862,26.549780184173933,44.24621741313233,Medium
59,0,1,0,Arterial,3,Clear,6.621613881323568,0,453,26.06038350303743,24.676724927454774,Low
115,1,0,0,Local,2,Rain,4.638948757410176,0,595,36.81555250870438,31.036214195323662,Medium
86,14,4,0,Arterial,3,Clear,5.630865082246851,0,620,51.45061064061634,19.86462649086458,Medium
28,21,4,0,Arterial,2,Clear,9.332875962950952,0,383,47.71383232610397,19.668926522794184,Low
66,9,5,1,Highway,4,Clear,7.162209230998188,0,1053,42.30794189927673,35.99788347074609,High
42,17,0,0,Local,1,Rain,3.6599256378526452,0,1062,36.353375269697516,43.46869679678739,High
45,21,4,0,Highway,5,Clear,9.659180538186837,0,767,36.85754692755883,31.409904020553387,Medium
62,13,4,0,Local,1,Fog,0.8446180972463385,0,346,38.20626554334825,24.049530218812702,Low
57,16,6,1,Highway,5,Clear,8.819687427135758,0,656,48.621435147530704,21.196725142817748,Medium
117,12,5,1,Highway,4,Clear,7.352323809191111,0,201,56.79436440417438,9.492118496038636,Low
6,0,6,1,Local,1,Clear,6.063773295595688,0,224,49.78541388827982,15.418286045991424,Low
28,4,5,1,Highway,4,Clear,9.264858402902039,1,227,18.132350705711772,33.66986471063209,Low
28,12,5,1,Local,2,Clear,8.399745867248752,0,315,57.777107050304835,14.829523207086561,Low
108,13,6,1,Highway,5,Rain,4.195492090062039,0,421,30.983253192485705,27.12275330536446,Low
44,23,5,1,Local,1,Clear,7.7087859764449105,0,161,49.69450798461601,12.216401961177281,Low
84,2,1,0,Arterial,3,Rain,2.6893438835220254,0,289,40.47654211170986,19.514870529727393,Low
30,14,2,0,Arterial,2,Clear,5.334674041107709,0,336,46.67490844995197,15.733279394125047,Low
62,18,4,0,Highway,5,Clear,7.081373986127728,0,594,51.21192884077195,19.527963835144885,Medium
75,16,3,0,Highway,4,Clear,9.026072352583832,0,644,42.83256710352098,22.487285113975375,Medium
119,2,5,1,Local,2,Clear,9.291786400551043,0,280,39.34306259998724,17.75006496594738,Low
92,15,2,0,Highway,4,Clear,8.876813881673083,0,635,65.17942086904667,17.0022708757022,Medium
89,13,5,1,Highway,5,Clear,6.52854787513278,0,196,75.41558021494102,11.992202574430875,Low
103,11,2,0,Arterial,3,Rain,4.55778514598968,0,581,12.020950842494063,63.23768236460269,Medium
62,11,3,0,Arterial,2,Clear,8.706389883324901,0,564,52.46190073057601,20.57167543044001,Medium
97,10,0,0,Highway,5,Clear,5.762938764727279,0,606,62.21539120499007,20.39276339325421,Medium
1,16,1,0,Highway,5,Rain,4.208267002775207,0,145,64.66701614595533,14.219455327391554,Low
27,7,4,0,Highway,5,Fog,1.7820753215404512,0,1178,37.05923034215593,49.29355396017422,High
62,16,0,0,Local,2,Fog,0.7025510359156795,0,439,55.844055094230114,23.03974623609901,Low
116,20,6,1,Highway,5,Rain,4.707110965713088,0,143,34.96108229313049,15.650997060414053,Low
77,22,3,0,Local,2,Clear,6.648373472962747,0,504,61.46605171579843,16.834768324887744,Medium
105,19,1,0,Highway,5,Fog,1.6559654705291171,0,979,30.980642243441977,49.27336194954118,High
3,10,1,0,Highway,5,Rain,2.0662254059858176,0,628,28.720623363576053,34.77496058577005,Medium
103,1,1,0,Arterial,3,Fog,1.0908642045317478,0,374,52.9405731208938,26.150311763483263,Low
70,9,3,0,Highway,4,Clear,6.266295869860798,0,612,28.79056183483911,32.19277216906841,Medium
72,9,5,1,Arterial,3,Fog,1.3271809283996678,0,1409,39.209912477132555,50.02214647660774,High
27,10,5,1,Local,2,Clear,8.469084890028938,0,151,50.08588666045146,15.674098434959348,Low
9,5,6,1,Highway,4,Clear,9.545631436698859,0,108,70.28634401843588,16.04404387690207,Low
62,3,5,1,Local,2,Clear,8.987585225517195,0,694,28.399935212362642,33.76010471221955,Medium
37,23,0,0,Highway,5,Rain,4.9189876602162785,0,394,56.801826816730085,19.641085877399043,Low
97,11,4,0,Highway,5,Clear,9.887852202758001,0,146,54.32480699301161,12.559687631332581,Low
51,10,1,0,Highway,5,Fog,1.8519530157460782,0,392,25.803440384704047,33.110426245500875,Low
106,22,6,1,Local,1,Clear,7.625248754940481,0,485,50.370673357958154,20.9302509843004,Low
44,22,6,1,Highway,5,Clear,5.061433819791911,0,451,24.67814837157452,25.527199933978146,Low
24,12,1,0,Local,2,Clear,9.72975681416856,0,436,39.276490297308726,22.714054565044158,Low
79,4,0,0,Arterial,2,Clear,7.9167332746621835,0,381,48.85786989012207,17.340405998319106,Low
59,5,5,1,Highway,4,Clear,6.9539999195280995,0,480,46.72288277022461,17.29863206883121,Low
118,0,1,0,Arterial,2,Clear,5.222821679437025,0,434,52.02431630354679,21.09885558005266,Low
32,5,1,0,Local,2,Clear,6.812095321632023,0,672,18.721223676512913,48.734445123408065,Medium
96,17,3,0,Arterial,2,Clear,5.0179905083782685,1,1105,26.223921156005765,66.46948875423493,High
88,21,2,0,Arterial,3,Clear,6.621675689990692,0,204,30.582920252670412,16.164052327704454,Low
105,8,6,1,Local,1,Rain,4.480059054985773,0,658,53.885248290157364,31.315158878688983,Medium
52,23,0,0,Highway,4,Clear,5.771336821151982,0,236,52.676609424630776,17.119441003835263,Low
113,14,0,0,Local,2,Clear,7.727055545447161,0,793,63.15878660304516,26.551269187181376,Medium
62,7,5,1,Local,1,Clear,5.933086600524611,0,649,26.10888961434178,33.466683540581435,Medium
113,18,0,0,Arterial,3,Rain,2.5256488369852654,0,1173,35.33888202174496,46.94603727779845,High
58,23,5,1,Local,1,Clear,7.8119890361932605,0,586,47.4264475163361,19.742125448745895,Medium
52,15,3,0,Arterial,2,Clear,6.011180091761398,0,126,69.2677795926367,14.54492554084749,Low
12,5,3,0,Arterial,3,Clear,9.331206491194266,0,486,22.858458674611327,32.63980896525371,Low
39,5,4,0,Arterial,3,Fog,1.8024237169992534,0,292,32.42170282347038,26.17503846493778,Low
2,21,5,1,Highway,4,Clear,9.756506647127765,0,796,47.044048690378624,27.058778770600217,Medium
3,2,6,1,Arterial,3,Clear,5.003140964463173,0,359,37.20850646557546,18.23576201897521,Low
113,9,3,0,Highway,4,Clear,7.285584735985396,0,1000,55.446206192861624,27.417992940517415,High
101,0,5,1,Arterial,3,Fog,1.1519191632362336,1,164,35.33376541750958,35.03070384670871,Low
113,13,6,1,Highway,4,Clear,9.05593958485905,0,199,44.61018220083975,13.194912922500917,Low
56,3,6,1,Highway,5,Clear,9.156430659287137,0,397,29.558282793228745,18.976935671516433,Low
81,11,0,0,Highway,4,Clear,8.105662313631589,0,155,60.419495065317506,10.661363156134987,Low
59,5,4,0,Local,1,Fog,0.5315488475974324,0,697,42.034029404000194,39.23699603988647,Medium
113,10,2,0,Highway,4,Rain,4.998042774721665,0,688,19.91002336249823,47.22521882463644,Medium
2,11,1,0,Arterial,2,Clear,5.461403237959501,0,693,20.582354240285852,44.93478296374077,Medium
2,9,1,0,Highway,5,Clear,8.462902918053649,0,726,22.137573675954446,41.37113263533014,Medium
92,17,4,0,Arterial,3,Clear,9.077040500163694,0,988,54.132215074911144,28.105623100963314,High
54,6,5,1,Highway,5,Clear,5.20432893842546,0,528,38.34653759725488,18.688029285083125,Medium
87,6,5,1,Highway,4,Clear,6.485265902634571,0,674,56.49049857144075,23.594553324151587,Medium
101,10,5,1,Arterial,2,Rain,4.796649158819506,0,274,34.481860173170446,20.783095577791116,Low
96,3,2,0,Arterial,2,Clear,9.272911976405261,0,170,64.84635384227785,13.658874931934665,Low
97,19,6,1,Highway,5,Clear,8.901756947984335,0,974,52.527972047363406,30.331175555944196,High
