road_id,hour,day_of_week,is_weekend,road_type,lane_count,weather,visibility_km,accident_reported,traffic_volume,avg_speed,travel_time_min,congestion_level,is_peak_hour,hour_sin,hour_cos,traffic_cluster
106,4,0,0,Local,2,Clear,8.722443906161972,0,266,28.112412433725304,19.5911829819793,Low,0,0.8660254037844386,0.5000000000000001,1
103,6,2,0,Arterial,3,Clear,5.882283364792274,0,551,56.66997875708091,17.416226621786098,Medium,0,1.0,6.123233995736766e-17,1
41,8,6,1,Highway,4,Clear,8.304832064306137,0,888,55.11378666396554,26.74342593749985,Medium,1,0.8660254037844387,-0.4999999999999998,0
28,0,0,0,Highway,4,Clear,9.478418793995782,0,266,28.203384355391044,19.874841174075964,Low,0,0.0,1.0,1
7,0,4,0,Highway,5,Clear,5.048552576853121,0,332,50.74862322174461,16.266500169859654,Low,0,0.0,1.0,1
73,18,0,0,Arterial,2,Fog,0.5189877460710302,0,1387,30.38672788321484,62.785522167877424,High,1,-1.0,-1.8369701987210294e-16,0
72,5,5,1,Local,2,Clear,5.148379333299523,0,308,72.98876353816189,12.994086352828692,Low,0,0.9659258262890684,0.2588190451025207,1
12,17,6,1,Highway,4,Clear,5.056838104473272,0,886,28.583775310290346,40.51441281896309,Medium,1,-0.9659258262890684,-0.2588190451025206,0
34,9,6,1,Highway,4,Clear,9.287800491686491,0,556,35.90031049902352,25.99148112785541,Medium,1,0.7071067811865476,-0.7071067811865475,0
33,10,2,0,Arterial,2,Rain,3.3461421588073814,0,195,59.92645129484936,17.100172925421145,Low,0,0.4999999999999999,-0.8660254037844387,2
48,0,0,0,Highway,5,Clear,5.529053289641882,0,120,62.70907926182574,11.457650192824593,Low,0,0.0,1.0,1
119,0,2,0,Arterial,2,Rain,2.726967657540881,0,176,64.2611875739219,16.978857271372473,Low,0,0.0,1.0,1
23,12,6,1,Arterial,3,Clear,8.359661205814218,0,456,44.984049206165565,18.90915830019857,Low,0,1.2246467991473532e-16,-1.0,2
62,4,0,0,Arterial,3,Clear,5.555217717690463,0,350,54.0253548990316,19.44199672694668,Low,0,0.8660254037844386,0.5000000000000001,1
88,19,0,0,Highway,5,Rain,4.145928014478969,0,857,6.722876483687671,141.24905643577227,Medium,1,-0.9659258262890684,0.2588190451025203,0
37,0,2,0,Local,1,Rain,3.897692093110073,0,215,64.14745472891538,15.536487594567154,Low,0,0.0,1.0,1
99,19,5,1,Highway,4,Clear,6.390668450334424,0,854,31.17065477751439,34.86358433215195,Medium,1,-0.9659258262890684,0.2588190451025203,0
44,2,0,0,Local,2,Clear,9.12520525116339,0,648,45.26322620955178,23.051673322001715,Medium,0,0.4999999999999999,0.8660254037844387,1
104,17,5,1,Highway,5,Clear,8.692232268454385,1,1172,15.63061873760124,100.1958327996333,High,1,-0.9659258262890684,-0.2588190451025206,0
86,8,1,0,Local,1,Clear,8.115219010720313,0,1186,28.94944150613944,50.70167417341089,High,1,0.8660254037844387,-0.4999999999999998,0
91,13,3,0,Arterial,2,Fog,1.5472613565287567,0,480,49.93733043876657,25.15650295463444,Low,0,-0.2588190451025208,-0.9659258262890684,2
35,16,1,0,Highway,4,Clear,9.306399050340843,0,224,54.59042372241201,15.87083365208193,Low,0,-0.8660254037844385,-0.5000000000000004,2
65,22,3,0,Local,1,Clear,6.133958292224452,0,400,33.457096031208806,22.286780936842224,Low,0,-0.5000000000000004,0.8660254037844384,2
99,13,1,0,Arterial,3,Clear,9.393430771907052,0,334,40.55382055706388,17.55297127214765,Low,0,-0.2588190451025208,-0.9659258262890684,2
101,3,3,0,Highway,5,Clear,6.870199197868529,0,629,65.13217803212821,20.8571571455604,Medium,0,0.7071067811865476,0.7071067811865476,1
47,4,0,0,Highway,4,Clear,7.158871679006268,0,359,64.7798005447118,13.222342268250824,Low,0,0.8660254037844386,0.5000000000000001,1
78,20,2,0,Arterial,3,Clear,9.861661935642848,0,583,66.68595721022868,15.192920499720197,Medium,0,-0.8660254037844386,0.5000000000000001,2
3,16,2,0,Arterial,2,Clear,8.799371642729099,0,267,37.111282626199454,15.905860314618616,Low,0,-0.8660254037844385,-0.5000000000000004,2
1,21,4,0,Arterial,2,Rain,4.032394328211305,0,277,36.556720920094,21.089649505416485,Low,0,-0.7071067811865477,0.7071067811865474,2
5,1,3,0,Arterial,2,Clear,8.239629448332686,0,798,17.648908603880088,53.74454756671837,Medium,0,0.2588190451025207,0.9659258262890684,1
90,22,4,0,Arterial,2,Clear,7.696621681325558,0,357,45.96886702200849,16.454309505876758,Low,0,-0.5000000000000004,0.8660254037844384,2
119,21,5,1,Local,2,Clear,5.583016185227905,0,680,28.154496753890943,34.13114110682968,Medium,0,-0.7071067811865477,0.7071067811865474,2
14,4,5,1,Arterial,3,Clear,9.438761689949915,0,278,45.2484458508121,18.179687381152696,Low,0,0.8660254037844386,0.5000000000000001,1
103,3,4,0,Highway,5,Clear,9.109407418169948,0,328,38.75208474417897,17.60925233163833,Low,0,0.7071067811865476,0.7071067811865476,1
27,3,3,0,Local,1,Fog,0.7957434333947704,0,581,10.684123820027576,72.44119516026053,Medium,0,0.7071067811865476,0.7071067811865476,1
9,5,2,0,Highway,5,Rain,3.9972581322956446,0,327,26.84246696649911,24.480623179576025,Low,0,0.9659258262890684,0.2588190451025207,1
79,19,3,0,Highway,4,Rain,3.872049462684725,0,1321,19.822582168293,84.58347256463442,High,1,-0.9659258262890684,0.2588190451025203,0
15,20,5,1,Arterial,3,Clear,9.419480146597971,0,426,25.784360099647863,26.401799673322063,Low,0,-0.8660254037844386,0.5000000000000001,2
90,12,0,0,Arterial,2,Rain,2.9130952426332044,0,716,36.935181344582496,33.306545420473974,Medium,0,1.2246467991473532e-16,-1.0,2
42,21,4,0,Highway,5,Clear,5.100590589775724,0,322,58.12415739467831,14.664205987553505,Low,0,-0.7071067811865477,0.7071067811865474,2
77,4,4,0,Highway,4,Clear,9.908870888730783,0,196,45.27890118258696,11.170133310779654,Low,0,0.8660254037844386,0.5000000000000001,1
51,22,5,1,Arterial,3,Clear,9.305785517109587,0,686,61.731743394834425,19.562781638377693,Medium,0,-0.5000000000000004,0.8660254037844384,2
63,22,3,0,Local,2,Clear,8.113401777189607,0,431,25.62176616978981,28.076645706793744,Low,0,-0.5000000000000004,0.8660254037844384,2
96,6,4,0,Arterial,3,Clear,5.062035697137473,0,768,45.94177380783716,25.80375700333548,Medium,0,1.0,6.123233995736766e-17,1
103,19,2,0,Arterial,3,Clear,6.138580285874021,0,1226,42.25626158166274,38.97711072028174,High,1,-0.9659258262890684,0.2588190451025203,0
113,0,4,0,Highway,5,Clear,7.260249439879123,0,766,53.961261460135255,21.910549564338737,Medium,0,0.0,1.0,1
52,13,3,0,Highway,5,Clear,8.140424616232103,0,338,45.80608357237762,18.699386886930228,Low,0,-0.2588190451025208,-0.9659258262890684,2
96,23,5,1,Highway,5,Clear,8.540772583713267,0,295,37.49462276206511,17.67240248167465,Low,0,-0.2588190451025215,0.965925826289068,2
4,3,2,0,Highway,4,Fog,1.1339006398048357,0,558,56.97223491993773,24.9902444290246,Medium,0,0.7071067811865476,0.7071067811865476,1
94,16,2,0,Arterial,2,Rain,3.227540067210138,0,372,58.920797068255865,20.506077576473253,Low,0,-0.8660254037844385,-0.5000000000000004,2
101,20,4,0,Highway,4,Clear,8.280917139256903,0,779,63.69075071308073,22.50498233129893,Medium,0,-0.8660254037844386,0.5000000000000001,2
